"","ID","yyyy","month","largest.dhufish.kg","Zone","latitude","scientific","echo_sounders","gps","bathy","depth","depth_zone","geometry"
"638",638,1998,"8",25,"offshore_south",-32.2229457508575,"fish.size","post","post",-70.6924285888672,70.6924285888672,"inshore_demersal",c(115.313578463526, -32.2229457508575)
"639",639,1998,"8",21,"offshore_south",-32.220283802808,"fish.size","post","post",-34.5465278625488,34.5465278625488,"inshore_demersal",c(115.553645826624, -32.220283802808)
"640",640,1998,"11",24,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"641",641,1998,"11",19,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"642",642,1998,"11",21,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"643",643,1998,"12",20,"nearshore_north",-31.5113185369089,"fish.size","post","post",-15.0253496170044,15.0253496170044,"nearshore",c(115.546165428464, -31.5113185369089)
"644",644,1998,"12",13,"nearshore_south",-32.1604422215637,"fish.size","post","post",-19.6215896606445,19.6215896606445,"nearshore",c(115.717434937133, -32.1604422215637)
"645",645,1999,"2",18.5,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"646",646,1999,"3",24.3,"offshore_south",-32.4946585491575,"fish.size","post","post",-39.6176223754883,39.6176223754883,"inshore_demersal",c(115.394968512666, -32.4946585491575)
"647",647,1999,"7",22,"nearshore_south",-32.1812378609949,"fish.size","post","post",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"648",648,1999,"10",18,"nearshore_south",-32.5605406584984,"fish.size","post","post",-13.0766401290894,13.0766401290894,"nearshore",c(115.616281675867, -32.5605406584984)
"649",649,1999,"10",23,"offshore_south",-32.5483279930849,"fish.size","post","post",-34.690315246582,34.690315246582,"inshore_demersal",c(115.437739516952, -32.5483279930849)
"650",650,1999,"10",8,"nearshore_south",-32.4228142190298,"fish.size","post","post",-8.37950038909912,8.37950038909912,"nearshore",c(115.667752042905, -32.4228142190298)
"651",651,1999,"11",15.2,"nearshore_north",-31.8315921743211,"fish.size","post","post",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"652",652,1999,"12",17.5,"nearshore_north",-31.8241401970389,"fish.size","post","post",-14.1910543441772,14.1910543441772,"nearshore",c(115.684715320827, -31.8241401970389)
"653",653,2000,"1",20,"offshore_south",-32.0328655947432,"fish.size","post","post",-93.1807708740234,93.1807708740234,"inshore_demersal",c(115.3650957849, -32.0328655947432)
"654",654,2000,"2",16,"offshore_south",-32.5116317424518,"fish.size","post","post",-32.5118103027344,32.5118103027344,"inshore_demersal",c(115.508081196355, -32.5116317424518)
"655",655,2000,"4",8,"offshore_north",-31.6087556036787,"fish.size","post","post",-35.2846069335938,35.2846069335938,"inshore_demersal",c(115.294983230923, -31.6087556036787)
"656",656,2000,"4",16,"nearshore_north",-31.8276831823486,"fish.size","post","post",-4.91836309432983,4.91836309432983,"nearshore",c(115.705600136386, -31.8276831823486)
"657",657,2000,"5",16,"offshore_north",-31.8455049792545,"fish.size","post","post",-33.2961235046387,33.2961235046387,"inshore_demersal",c(115.604045400687, -31.8455049792545)
"658",658,2000,"5",10,"offshore_north",-31.6783712940423,"fish.size","post","post",-71.8525238037109,71.8525238037109,"inshore_demersal",c(115.238018439615, -31.6783712940423)
"659",659,2000,"5",23,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"660",660,2000,"6",18,"nearshore_south",-32.1812378609949,"fish.size","post","post",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"661",661,2000,"7",23,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"662",662,2000,"7",10,"nearshore_south",-32.5416449783816,"fish.size","post","post",-13.8362979888916,13.8362979888916,"nearshore",c(115.603091924016, -32.5416449783816)
"663",663,2000,"7",10,"near_rottnest",-31.9748518639827,"fish.size","post","post",-27.0616245269775,27.0616245269775,"inshore_demersal",c(115.501725722458, -31.9748518639827)
"664",664,2000,"9",6,"nearshore_north",-31.5159182062298,"fish.size","post","post",-28.6085433959961,28.6085433959961,"inshore_demersal",c(115.513207784937, -31.5159182062298)
"665",665,2000,"9",21,"offshore_south",-32.220283802808,"fish.size","post","post",-34.5465278625488,34.5465278625488,"inshore_demersal",c(115.553645826624, -32.220283802808)
"666",666,2000,"9",20,"offshore_south",-32.5544085200865,"fish.size","post","post",-81.6008834838867,81.6008834838867,"inshore_demersal",c(115.117048124186, -32.5544085200865)
"667",667,2000,"9",15,"nearshore_north",-31.7010264489124,"fish.size","post","post",-31.3947315216064,31.3947315216064,"inshore_demersal",c(115.598870960275, -31.7010264489124)
"668",668,2000,"10",25,"offshore_north",-31.8294832290475,"fish.size","post","post",-38.5577926635742,38.5577926635742,"inshore_demersal",c(115.522540073305, -31.8294832290475)
"669",669,2000,"10",18,"near_rottnest",-31.9939308065956,"fish.size","post","post",-3.0755934715271,3.0755934715271,"nearshore",c(115.55288700144, -31.9939308065956)
"670",670,2000,"11",22,"offshore_north",-31.5358446888777,"fish.size","post","post",-39.4121398925781,39.4121398925781,"inshore_demersal",c(115.402072803861, -31.5358446888777)
"671",671,2000,"12",20,"offshore_south",-32.6525372486914,"fish.size","post","post",-47.7155570983887,47.7155570983887,"inshore_demersal",c(115.128886640141, -32.6525372486914)
"672",672,2001,"2",18,"offshore_north",-31.8431993319312,"fish.size","post","post",-53.902458190918,53.902458190918,"inshore_demersal",c(115.34037499235, -31.8431993319312)
"673",673,2001,"2",20,"offshore_north",-31.8811651947345,"fish.size","post","post",-44.3234634399414,44.3234634399414,"inshore_demersal",c(115.435042494481, -31.8811651947345)
"674",674,2001,"5",21.5,"near_rottnest",-32.031756128804,"fish.size","post","post",-57.4458885192871,57.4458885192871,"inshore_demersal",c(115.400549151024, -32.031756128804)
"675",675,2001,"8",10,"nearshore_south",-32.5529256853545,"fish.size","post","post",-28.702054977417,28.702054977417,"inshore_demersal",c(115.544858612232, -32.5529256853545)
"676",676,2001,"9",8,"nearshore_north",-31.8916489447231,"fish.size","post","post",-14.5154075622559,14.5154075622559,"nearshore",c(115.707778998506, -31.8916489447231)
"677",677,2001,"11",10,"offshore_north",-31.7596257382261,"fish.size","post","post",-61.4259567260742,61.4259567260742,"inshore_demersal",c(115.293220618661, -31.7596257382261)
"678",678,2001,"12",10,"offshore_north",-31.7228585743805,"fish.size","post","post",-35.0334243774414,35.0334243774414,"inshore_demersal",c(115.509763951522, -31.7228585743805)
"679",679,2001,"12",20,"offshore_north",-31.7107492071155,"fish.size","post","post",-101.351188659668,101.351188659668,"inshore_demersal",c(115.22498620886, -31.7107492071155)
"680",680,2002,"1",10,"offshore_north",-31.5356525527538,"fish.size","post","post",-37.4331474304199,37.4331474304199,"inshore_demersal",c(115.407056330367, -31.5356525527538)
"681",681,2002,"2",18.28,"offshore_north",-31.8238888125057,"fish.size","post","post",-39.444149017334,39.444149017334,"inshore_demersal",c(115.494449056107, -31.8238888125057)
"682",682,2002,"8",10,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"683",683,2002,"10",10,"nearshore_north",-31.5141953431908,"fish.size","post","post",-29.3536243438721,29.3536243438721,"inshore_demersal",c(115.503631353668, -31.5141953431908)
"684",684,2002,"10",8,"nearshore_north",-31.4860367438564,"fish.size","post","post",-11.6268119812012,11.6268119812012,"nearshore",c(115.565722019759, -31.4860367438564)
"685",685,2002,"11",24,"offshore_north",-31.770573810124,"fish.size","post","post",-37.9095802307129,37.9095802307129,"inshore_demersal",c(115.519156456895, -31.770573810124)
"686",686,2002,"12",12,"offshore_south",-32.0337052096785,"fish.size","post","post",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"687",687,2003,"1",14.5,"offshore_south",-32.0337052096785,"fish.size","post","post",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"688",688,2003,"2",15,"offshore_north",-31.8320905457395,"fish.size","post","post",-31.7253360748291,31.7253360748291,"inshore_demersal",c(115.615733809802, -31.8320905457395)
"689",689,2003,"2",20.86,"offshore_north",-31.8238888125057,"fish.size","post","post",-39.444149017334,39.444149017334,"inshore_demersal",c(115.494449056107, -31.8238888125057)
"690",690,2003,"2",11,"near_rottnest",-32.0127101196379,"fish.size","post","post",-8.6540165040642,8.6540165040642,"nearshore",c(115.49238527192, -32.0127101196379)
"691",691,2003,"3",7,"offshore_north",-31.8608820423118,"fish.size","post","post",-43.6153793334961,43.6153793334961,"inshore_demersal",c(115.361039619717, -31.8608820423118)
"692",692,2003,"3",19.5,"offshore_north",-31.7100726263927,"fish.size","post","post",-42.9273529052734,42.9273529052734,"inshore_demersal",c(115.423580117052, -31.7100726263927)
"693",693,2003,"5",23,"offshore_north",-31.3996470813683,"fish.size","post","post",-40.4074592590332,40.4074592590332,"inshore_demersal",c(115.294388406904, -31.3996470813683)
"694",694,2003,"6",5,"near_rottnest",-32.0396954628388,"fish.size","post","post",-31.0203437805176,31.0203437805176,"inshore_demersal",c(115.497026381385, -32.0396954628388)
"695",695,2003,"6",16,"nearshore_north",-31.6978292719489,"fish.size","post","post",-12.9779243469238,12.9779243469238,"nearshore",c(115.658558838417, -31.6978292719489)
"696",696,2003,"9",17,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"697",697,2003,"10",22,"offshore_south",-32.2185638109749,"fish.size","post","post",-33.6070251464844,33.6070251464844,"inshore_demersal",c(115.568975801499, -32.2185638109749)
"698",698,2003,"11",12,"offshore_south",-32.1072432527018,"fish.size","post","post",-43.2995948791504,43.2995948791504,"inshore_demersal",c(115.409947164384, -32.1072432527018)
"699",699,2003,"11",24,"offshore_north",-31.8439531384731,"fish.size","post","post",-41.4117813110352,41.4117813110352,"inshore_demersal",c(115.407637195985, -31.8439531384731)
"700",700,2004,"2",17,"offshore_north",-31.5789480088508,"fish.size","post","post",-70.5498046875,70.5498046875,"inshore_demersal",c(115.176732026429, -31.5789480088508)
"701",701,2004,"3",16,"offshore_north",-31.5454056541343,"fish.size","post","post",-31.1866073608398,31.1866073608398,"inshore_demersal",c(115.451299543743, -31.5454056541343)
"702",702,2004,"3",11,"nearshore_north",-31.7715431871465,"fish.size","post","post",-25.6674613952637,25.6674613952637,"inshore_demersal",c(115.65520757815, -31.7715431871465)
"703",703,2004,"4",20,"offshore_south",-32.2045733027572,"fish.size","post","post",-66.5218734741211,66.5218734741211,"inshore_demersal",c(115.325646960961, -32.2045733027572)
"704",704,2004,"4",13,"offshore_north",-31.8494442251546,"fish.size","post","post",-90.681999206543,90.681999206543,"inshore_demersal",c(115.303744457354, -31.8494442251546)
"705",705,2004,"4",25,"offshore_north",-31.8278703668946,"fish.size","post","post",-38.6103096008301,38.6103096008301,"inshore_demersal",c(115.524140697972, -31.8278703668946)
"706",706,2004,"4",15,"near_rottnest",-32.0598967945933,"fish.size","post","post",-43.5921478271484,43.5921478271484,"inshore_demersal",c(115.482398331168, -32.0598967945933)
"707",707,2004,"4",14,"offshore_south",-32.3120988292322,"fish.size","post","post",-34.1149749755859,34.1149749755859,"inshore_demersal",c(115.579096416573, -32.3120988292322)
"708",708,2004,"5",8,"offshore_north",-31.5694038813359,"fish.size","post","post",-36.1452369689941,36.1452369689941,"inshore_demersal",c(115.432251772598, -31.5694038813359)
"709",709,2004,"5",24.5,"nearshore_north",-31.7305592336664,"fish.size","post","post",-28.7311210632324,28.7311210632324,"inshore_demersal",c(115.632661796145, -31.7305592336664)
"710",710,2004,"6",15,"nearshore_north",-31.7722878125881,"fish.size","post","post",-9.68384838104248,9.68384838104248,"nearshore",c(115.678573930519, -31.7722878125881)
"711",711,2004,"7",22,"offshore_south",-32.1468666828914,"fish.size","post","post",-106.390869140625,106.390869140625,"inshore_demersal",c(115.316269107019, -32.1468666828914)
"712",712,2004,"9",21,"offshore_south",-32.2818124516735,"fish.size","post","post",-44.5760078430176,44.5760078430176,"inshore_demersal",c(115.395561986354, -32.2818124516735)
"713",713,2004,"10",18,"offshore_north",-31.656365971268,"fish.size","post","post",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"714",714,2004,"10",13.5,"nearshore_north",-31.5435130422605,"fish.size","post","post",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"715",715,2004,"10",10,"offshore_south",-32.0357488641046,"fish.size","post","post",-72.9952621459961,72.9952621459961,"inshore_demersal",c(115.385603334245, -32.0357488641046)
"716",716,2004,"11",8,"nearshore_north",-31.5435130422605,"fish.size","post","post",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"717",717,2005,"1",25,"offshore_north",-31.8372640241165,"fish.size","post","post",-35.9906120300293,35.9906120300293,"inshore_demersal",c(115.581434607827, -31.8372640241165)
"718",718,2005,"2",9,"nearshore_north",-31.7722878125881,"fish.size","post","post",-9.68384838104248,9.68384838104248,"nearshore",c(115.678573930519, -31.7722878125881)
"719",719,2005,"2",23.5,"offshore_north",-31.5515430554598,"fish.size","post","post",-39.4297485351562,39.4297485351562,"inshore_demersal",c(115.377346932308, -31.5515430554598)
"720",720,2005,"2",15,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"721",721,2005,"3",26.8,"offshore_south",-32.0337052096785,"fish.size","post","post",-89.9935989379883,89.9935989379883,"inshore_demersal",c(115.369513166502, -32.0337052096785)
"722",722,2005,"4",16,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"723",723,2005,"6",10,"offshore_north",-31.769570642274,"fish.size","post","post",-38.3819007873535,38.3819007873535,"inshore_demersal",c(115.504311556091, -31.769570642274)
"724",724,2005,"6",20.9,"near_rottnest",-31.9739865977887,"fish.size","post","post",-42.53759765625,42.53759765625,"inshore_demersal",c(115.435523157392, -31.9739865977887)
"725",725,2005,"6",9,"offshore_south",-32.289945946629,"fish.size","post","post",-40.6066131591797,40.6066131591797,"inshore_demersal",c(115.361182413762, -32.289945946629)
"726",726,2005,"8",24.88,"nearshore_south",-32.1253641547765,"fish.size","post","post",-8.72245502471924,8.72245502471924,"nearshore",c(115.713937472958, -32.1253641547765)
"727",727,2005,"9",21.2,"nearshore_south",-32.1812378609949,"fish.size","post","post",-9.57818984985352,9.57818984985352,"nearshore",c(115.60599754057, -32.1812378609949)
"728",728,2005,"9",22,"nearshore_north",-31.5435130422605,"fish.size","post","post",-29.1925430297852,29.1925430297852,"inshore_demersal",c(115.480870128066, -31.5435130422605)
"729",729,2005,"9",17,"nearshore_south",-32.1236968743513,"fish.size","post","post",-8.0330982208252,8.0330982208252,"nearshore",c(115.65482575753, -32.1236968743513)
"730",730,2005,"10",24,"nearshore_north",-31.8315921743211,"fish.size","post","post",-17.6626930236816,17.6626930236816,"nearshore",c(115.680748247684, -31.8315921743211)
"731",731,2005,"10",19.5,"offshore_south",-32.3570249427967,"fish.size","post","post",-42.0139389038086,42.0139389038086,"inshore_demersal",c(115.313648647573, -32.3570249427967)
"732",732,2005,"11",16.5,"offshore_north",-31.656365971268,"fish.size","post","post",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"733",733,2005,"12",23.2,"nearshore_north",-31.8245204221802,"fish.size","post","post",-14.3693876266479,14.3693876266479,"nearshore",c(115.689600178616, -31.8245204221802)
"734",734,2005,"12",19,"nearshore_north",-31.7706818293981,"fish.size","post","post",-24.6640014648438,24.6640014648438,"inshore_demersal",c(115.666991884119, -31.7706818293981)
"735",735,2005,"12",18.5,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"736",736,2005,"12",23,"nearshore_south",-32.1847330031986,"fish.size","post","post",-28.9271755218506,28.9271755218506,"inshore_demersal",c(115.587651701649, -32.1847330031986)
"737",737,2005,"1",23,"offshore_north",-31.5722371655162,"fish.size","post","post",-33.7997055053711,33.7997055053711,"inshore_demersal",c(115.315640856243, -31.5722371655162)
"738",738,2006,"2",24.64,"offshore_north",-31.770573810124,"fish.size","post","post",-37.9095802307129,37.9095802307129,"inshore_demersal",c(115.519156456895, -31.770573810124)
"739",739,2006,"3",23,"near_rottnest",-32.0246757586011,"fish.size","post","post",-22.8262252807617,22.8262252807617,"inshore_demersal",c(115.43668828116, -32.0246757586011)
"740",740,2006,"3",13,"nearshore_south",-32.1978523876003,"fish.size","post","post",-21.1569900512695,21.1569900512695,"inshore_demersal",c(115.628105387689, -32.1978523876003)
"741",741,2006,"5",7,"nearshore_north",-31.9149687267954,"fish.size","post","post",-18.7529945373535,18.7529945373535,"nearshore",c(115.716907828976, -31.9149687267954)
"742",742,2006,"6",12,"nearshore_north",-31.6374104930684,"fish.size","post","post",-20.4220848083496,20.4220848083496,"inshore_demersal",c(115.633168690554, -31.6374104930684)
"743",743,2006,"7",24.13,"offshore_south",-32.2112900493904,"fish.size","post","post",-36.7681617736816,36.7681617736816,"inshore_demersal",c(115.505936120192, -32.2112900493904)
"744",744,2006,"8",14.5,"offshore_north",-31.8284318593679,"fish.size","post","post",-43.9598388671875,43.9598388671875,"inshore_demersal",c(115.368530569491, -31.8284318593679)
"745",745,2006,"8",15,"offshore_north",-31.5534427621777,"fish.size","post","post",-39.5147819519043,39.5147819519043,"inshore_demersal",c(115.376849987905, -31.5534427621777)
"746",746,2006,"9",15,"offshore_north",-31.8263018087081,"fish.size","post","post",-76.4058532714844,76.4058532714844,"inshore_demersal",c(115.312077316074, -31.8263018087081)
"747",747,2006,"9",20,"offshore_north",-31.7754260942621,"fish.size","post","post",-42.8477325439453,42.8477325439453,"inshore_demersal",c(115.341164130976, -31.7754260942621)
"748",748,2006,"10",15,"near_rottnest",-32.0125310038696,"fish.size","post","post",-9.67904999665916,9.67904999665916,"nearshore",c(115.482858203312, -32.0125310038696)
"749",749,2006,"10",8,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"750",750,2006,"10",15,"offshore_north",-31.6994056729013,"fish.size","post","post",-75.1178131103516,75.1178131103516,"inshore_demersal",c(115.247877942226, -31.6994056729013)
"751",751,2006,"10",22,"offshore_south",-32.1914702803541,"fish.size","post","post",-84.7838897705078,84.7838897705078,"inshore_demersal",c(115.313032037258, -32.1914702803541)
"752",752,2006,"12",8,"nearshore_north",-31.8295516758359,"fish.size","post","post",-15.4791030883789,15.4791030883789,"nearshore",c(115.683804593772, -31.8295516758359)
"753",753,2007,"4",14.5,"offshore_north",-31.769570642274,"fish.size","post","post",-38.3819007873535,38.3819007873535,"inshore_demersal",c(115.504311556091, -31.769570642274)
"754",754,2007,"5",12,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"755",755,2007,"6",22,"offshore_north",-31.5722371655162,"fish.size","post","post",-33.7997055053711,33.7997055053711,"inshore_demersal",c(115.315640856243, -31.5722371655162)
"756",756,2007,"7",22,"near_rottnest",-32.0310379425919,"fish.size","post","post",-30.840633392334,30.840633392334,"inshore_demersal",c(115.432309800135, -32.0310379425919)
"757",757,2007,"7",10,"offshore_north",-32.0140310237739,"fish.size","post","post",-130.182998657227,130.182998657227,"inshore_demersal",c(115.283220212621, -32.0140310237739)
"758",758,2007,"9",12,"nearshore_south",-32.0311154542862,"fish.size","post","post",-9.89743137359619,9.89743137359619,"nearshore",c(115.636448671795, -32.0311154542862)
"759",759,2007,"10",15,"nearshore_north",-31.6932157017736,"fish.size","post","post",-15.5029630661011,15.5029630661011,"nearshore",c(115.645382801323, -31.6932157017736)
"760",760,2008,"1",10,"offshore_north",-31.5694038813359,"fish.size","post","post",-36.1452369689941,36.1452369689941,"inshore_demersal",c(115.432251772598, -31.5694038813359)
"761",761,2008,"3",15,"nearshore_north",-31.6412023763604,"fish.size","post","post",-7.68850135803223,7.68850135803223,"nearshore",c(115.648265811376, -31.6412023763604)
"762",762,2008,"4",22,"offshore_north",-31.6997226139274,"fish.size","post","post",-33.2927398681641,33.2927398681641,"inshore_demersal",c(115.589425176198, -31.6997226139274)
"763",763,2008,"4",12,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"764",764,2008,"5",16,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"765",765,2008,"5",16,"offshore_north",-31.7278832014075,"fish.size","post","post",-35.4098930358887,35.4098930358887,"inshore_demersal",c(115.519866874844, -31.7278832014075)
"766",766,2008,"5",24.5,"offshore_north",-31.6918538285096,"fish.size","post","post",-42.1161155700684,42.1161155700684,"inshore_demersal",c(115.409123197887, -31.6918538285096)
"767",767,2008,"8",15,"offshore_south",-32.2866743585808,"fish.size","post","post",-39.3559684753418,39.3559684753418,"inshore_demersal",c(115.454334172448, -32.2866743585808)
"768",768,2008,"8",20,"offshore_south",-32.2818124516735,"fish.size","post","post",-44.5760078430176,44.5760078430176,"inshore_demersal",c(115.395561986354, -32.2818124516735)
"769",769,2008,"9",19,"offshore_north",-31.7292320432937,"fish.size","post","post",-35.2193031311035,35.2193031311035,"inshore_demersal",c(115.487103545957, -31.7292320432937)
"770",770,2008,"9",12,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"771",771,2008,"9",18,"offshore_north",-31.8403627936184,"fish.size","post","post",-55.3530883789062,55.3530883789062,"inshore_demersal",c(115.337643091418, -31.8403627936184)
"772",772,2008,"9",15,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"773",773,2008,"10",19,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"774",774,2008,"11",15,"offshore_north",-31.656365971268,"fish.size","post","post",-37.4035720825195,37.4035720825195,"inshore_demersal",c(115.300104805472, -31.656365971268)
"775",775,2009,"1",21,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"776",776,2009,"1",15,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"777",777,2009,"2",20,"offshore_south",-32.2669138949844,"fish.size","post","post",-37.8479766845703,37.8479766845703,"inshore_demersal",c(115.356043942584, -32.2669138949844)
"778",778,2009,"2",7,"offshore_north",-31.769570642274,"fish.size","post","post",-38.3819007873535,38.3819007873535,"inshore_demersal",c(115.504311556091, -31.769570642274)
"779",779,2009,"3",16,"nearshore_north",-31.7991718113833,"fish.size","post","post",-9.00251293182373,9.00251293182373,"nearshore",c(115.70303826348, -31.7991718113833)
"780",780,2009,"3",9,"nearshore_north",-31.6982943685888,"fish.size","post","post",-29.8659610748291,29.8659610748291,"inshore_demersal",c(115.614822557281, -31.6982943685888)
"781",781,2009,"3",14,"offshore_north",-31.7100726263927,"fish.size","post","post",-42.9273529052734,42.9273529052734,"inshore_demersal",c(115.423580117052, -31.7100726263927)
"782",782,2009,"4",9,"offshore_north",-31.9349449167646,"fish.size","post","post",-45.8645210266113,45.8645210266113,"inshore_demersal",c(115.421676859945, -31.9349449167646)
"783",783,2009,"4",9,"near_rottnest",-32.0125310038696,"fish.size","post","post",-4.33205809257925,4.33205809257925,"nearshore",c(115.482858203312, -32.0125310038696)
"784",784,2009,"6",13,"offshore_south",-32.2894245881841,"fish.size","post","post",-38.3633270263672,38.3633270263672,"inshore_demersal",c(115.472646649277, -32.2894245881841)
"785",785,2009,"7",12,"offshore_north",-31.7380876122519,"fish.size","post","post",-36.677864074707,36.677864074707,"inshore_demersal",c(115.498035942978, -31.7380876122519)
"786",786,2009,"8",12.5,"offshore_north",-31.8238888125057,"fish.size","post","post",-39.444149017334,39.444149017334,"inshore_demersal",c(115.494449056107, -31.8238888125057)
"787",787,2009,"9",10,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"788",788,2009,"9",18,"offshore_north",-31.4234431483159,"fish.size","post","post",-39.6752967834473,39.6752967834473,"inshore_demersal",c(115.315324126234, -31.4234431483159)
"789",789,2009,"10",21,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"790",790,2009,"12",15,"offshore_north",-31.5322170123085,"fish.size","post","post",-40.3752212524414,40.3752212524414,"inshore_demersal",c(115.354777620934, -31.5322170123085)
"791",791,2010,"1",15,"nearshore_north",-31.6974270139482,"fish.size","post","post",-29.3511657714844,29.3511657714844,"inshore_demersal",c(115.618842773773, -31.6974270139482)
"792",792,2010,"1",12,"offshore_north",-31.5371400624364,"fish.size","post","post",-108.409240722656,108.409240722656,"inshore_demersal",c(115.110985356037, -31.5371400624364)
"793",793,2010,"3",13,"offshore_north",-31.7008839865923,"fish.size","post","post",-33.6502952575684,33.6502952575684,"inshore_demersal",c(115.485486350385, -31.7008839865923)
"794",794,2010,"3",15,"offshore_south",-32.3536925095075,"fish.size","post","post",-46.2023124694824,46.2023124694824,"inshore_demersal",c(115.302366555976, -32.3536925095075)
"795",795,2010,"3",10,"offshore_north",-31.4234431483159,"fish.size","post","post",-39.6752967834473,39.6752967834473,"inshore_demersal",c(115.315324126234, -31.4234431483159)
"796",796,2010,"4",20,"offshore_north",-31.7165958897614,"fish.size","post","post",-41.9480438232422,41.9480438232422,"inshore_demersal",c(115.359213797252, -31.7165958897614)
"797",797,2010,"4",18,"offshore_south",-32.2868261523148,"fish.size","post","post",-76.1194839477539,76.1194839477539,"inshore_demersal",c(115.276260680934, -32.2868261523148)
"798",798,2010,"4",20,"offshore_north",-31.7077630024285,"fish.size","post","post",-70.2825317382812,70.2825317382812,"inshore_demersal",c(115.261842878631, -31.7077630024285)
"799",799,2010,"6",15,"offshore_north",-31.6924438933751,"fish.size","post","post",-33.0537757873535,33.0537757873535,"inshore_demersal",c(115.533194151332, -31.6924438933751)
"800",800,2010,"6",7,"offshore_north",-31.7165958897614,"fish.size","post","post",-41.9480438232422,41.9480438232422,"inshore_demersal",c(115.359213797252, -31.7165958897614)
"801",801,2010,"6",10,"offshore_north",-31.7085442077739,"fish.size","post","post",-41.5021705627441,41.5021705627441,"inshore_demersal",c(115.430491173163, -31.7085442077739)
"802",802,2010,"7",13,"offshore_north",-31.7100726263927,"fish.size","post","post",-42.9273529052734,42.9273529052734,"inshore_demersal",c(115.423580117052, -31.7100726263927)
"803",803,2010,"8",11,"offshore_north",-31.7100726263927,"fish.size","post","post",-42.9273529052734,42.9273529052734,"inshore_demersal",c(115.423580117052, -31.7100726263927)
